Region Rank	Rank	Name	Rating
7636	14171	Sven	1425.153
7637	14172	Carli	1425.132
7646	14184	Sold Lagos	1424.995
7651	14191	Steffi	1424.891
7670	14216	Petrus	1424.282
7713	14275	Jessy	1423.165
7765	14358	Marci	1420.789
7770	14367	Timeo	1420.496
7773	14372	Figo-44	1420.377
7789	14395	Salomé	1419.855
7810	14420	Philip	1419.199
7855	14488	Obstsammler	1417.168
7875	14517	Brixo	1416.222
7903	14551	Christian	1415.262
7921	14578	Berto	1414.848
7924	14582	NeoBlackbelt	1414.735
7950	14616	Chimpskie	1413.517
7961	14627	Ancoly	1413.251
7976	14645	Sephi	1412.679
7978	14648	Jani	1412.625
7990	14669	Prime	1411.944
8032	14727	Joge09	1410.204
8044	14741	Shadow	1409.934
8071	14781	Günther	1408.822
8073	14783	Zack	1408.664
8122	14854	Nais	1406.017
8127	14860	Nils	1405.81
8141	14881	BlEcHsChAdEn	1404.741
8149	14897	Maik	1404.152
8153	14903	Jari	1403.904
8162	14918	Armin	1403.313
8198	14965	DJ Kalle	1401.432
8202	14969	Chrigi	1401.303
8207	14977	Ratschke	1401.122
8210	14983	Zaine	1400.987
8212	14988	Patrick	1400.883
8218	14997	StagEM	1400.411
8237	15025	Olli	1399.204
8239	15027	PrimeBobo	1398.972
8244	15035	Henning	1398.694
8263	15057	Alex	1397.711
8340	15165	Marc	1391.977
8368	15203	Snips	1390.097
8372	15211	Thomas	1389.75
8375	15214	Chim	1389.611
8376	15215	Wilhelm	1389.577
8395	15242	Leon	1388.114
8408	15263	Philipp	1387.28
8410	15269	Syrena	1387.062
8418	15279	Laura	1386.585
8465	15336	Maexchen	1383.611
8472	15343	Anschi	1383.222
8481	15354	Emmy	1382.556
8518	15409	Angelino	1378.964
8525	15421	Daniel	1377.838
8532	15428	Steff	1376.947
8536	15432	Manuel	1376.799
8609	15530	Tobi	1368.184
8610	15531	Nick Jannis	1367.66
8644	15579	René	1363.214
8678	15620	Philip	1359.185
8692	15639	JUSTINN	1356.926
8722	15688	Daniel	1351.339
8738	15706	Jenny	1349.047
8751	15723	Dennis	1346.695
8795	15783	Mathias	1335.176
8797	15786	Malon	1334.938
8802	15793	SnowMan	1333.044
8804	15796	Jasan	1332.029
8806	15798	Dirk	1331.675
8812	15804	Kebbo	1329.574
8821	15816	Sophia	1326.792
8853	15855	AmicoOne2	1316.949
8855	15858	Paulooo	1316.719
8860	15869	Kaitou	1313.448
8883	15899	Kevin	1303.182
8900	15919	Lunatico	1295.283
8932	15964	Max	1253.336
8935	15968	Michelle	1250.735
8943	15981	Phil	1235.375
8954	15998	Sandra	1211.69
8962	16007	Diam	1171.694
