Region Rank	Rank	Name	Rating
3549	6990	David	1517.482
3550	6991	Antonio	1517.473
3558	7002	Aurora	1517.354
3562	7010	Mireyuu	1517.251
3586	7061	Nimzhul	1516.89
3607	7103	Saar	1516.532
3608	7105	kirk	1516.503
3618	7125	Antonio	1516.386
3632	7147	Krazy'P	1516.153
3639	7158	Roviciado	1516.074
3641	7160	Jey	1516.04
3642	7162	DiegoPR	1516.024
3651	7181	Chocobo	1515.895
3652	7182	Yoli	1515.892
3657	7190	Castillovw	1515.85
3664	7200	Gonzalo	1515.774
3667	7210	Sunny	1515.697
3669	7215	ShadowJeff	1515.653
3676	7224	Pipo	1515.598
3678	7229	Cesc	1515.567
3688	7246	Rivass	1515.462
3692	7252	Darkwon	1515.42
3694	7255	Tobe	1515.411
3695	7256	Kamelot	1515.409
3696	7258	Mits	1515.407
3705	7275	Roleskett	1515.232
3713	7291	ZekkenVi	1515.098
3731	7326	Maestro	1514.902
3732	7326	Topo	1514.902
3753	7364	Y0UC3F	1514.587
3772	7397	Pablo	1514.385
3773	7399	Wololo	1514.367
3774	7400	Mexon	1514.362
3783	7421	Tetsu	1514.267
3785	7427	Alvaro	1514.247
3786	7428	Gus	1514.221
3792	7437	Ash	1514.17
3806	7463	Eddy	1514.03
3811	7471	Juliana	1513.969
3814	7480	Renée	1513.902
3840	7516	Chito	1513.606
3843	7519	Daniel	1513.593
3847	7526	HieloHex	1513.524
3848	7527	Avilés	1513.454
3852	7532	Watanga	1513.423
3870	7561	PaRaDoX	1513.173
3873	7565	Tetesik	1513.116
3875	7569	Andrés	1513.073
3877	7575	Gibson	1513.023
3881	7579	Jxnh	1512.989
3884	7585	dragonfran	1512.952
3894	7596	Polo*	1512.871
3904	7610	Berni	1512.788
3905	7611	moyo	1512.786
3916	7639	xXx	1512.444
3918	7643	maikerou	1512.378
3924	7659	Lalo	1512.248
3926	7666	Diguik	1512.18
3935	7683	Ferchoxx	1512.055
3938	7686	Javier	1512.049
3949	7705	Pablo	1511.818
3953	7713	Failbor	1511.729
3966	7742	Pedro J	1511.476
3971	7753	Joel	1511.345
3979	7764	Merlin	1511.261
3984	7770	Emily	1511.143
3990	7782	Nico	1511.032
3995	7795	Bastian	1510.93
3999	7799	RaLY	1510.891
4002	7805	JC-Master	1510.853
4010	7829	Enrique	1510.693
4018	7840	Jonathan	1510.603
4026	7854	Byron	1510.419
4028	7856	Rodrigo	1510.404
4031	7863	Clàudia	1510.33
4034	7870	Gor	1510.253
